city,state,country,location_latitude,location_longitude,title,description,property_type,status,price,bedrooms,bathrooms,amenities,property_latitude,property_longitude,primary_image_url,image_urls,image_captions
Panama City,Florida,USA,30.224107,-85.887897,"NEW 2 Blocks to Beach, Casablanca","NEW 2 Blocks to Beach, Casablanca is a house rental in Panama City, Florida, USA. It has 2 bedroom(s) and 2 bathroom(s). Amenities include Air Conditioner, Parking, Child Friendly.",house,available,56792.00,2,2,"Air Conditioner, Parking, Child Friendly",30.234937,-85.899897,https://beta.imgservice.rentbyowner.com/640x300/new-2-blocks-to-beach-us-panama-city-bc-8748795-0.jpg,https://beta.imgservice.rentbyowner.com/640x300/new-2-blocks-to-beach-us-panama-city-bc-8748795-1.jpg|https://beta.imgservice.rentbyowner.com/640x300/new-2-blocks-to-beach-us-panama-city-bc-8748795-2.jpg|https://beta.imgservice.rentbyowner.com/640x300/new-2-blocks-to-beach-us-panama-city-bc-8748795-3.jpg|https://beta.imgservice.rentbyowner.com/640x300/new-2-blocks-to-beach-us-panama-city-bc-8748795-4.jpg,Living room|Bedroom|Kitchen|Outdoor area
Hot Springs,Arkansas,USA,34.674650,-92.988190,Caleb Place,"Caleb Place is a apartment rental in Hot Springs, Arkansas, USA. It has 1 bedroom(s) and 44 bathroom(s). Amenities include Air Conditioner, Pet Friendly, Pool, Balcony/Terrace, Internet.",apartment,available,54332.00,1,44,"Air Conditioner, Pet Friendly, Pool, Balcony/Terrace, Internet",34.660650,-93.001410,https://beta.imgservice.rentbyowner.com/640x300/caleb-place-us-hot-springs-bc-14979747-0.jpg,https://beta.imgservice.rentbyowner.com/640x300/caleb-place-us-hot-springs-bc-14979747-1.jpg|https://beta.imgservice.rentbyowner.com/640x300/caleb-place-us-hot-springs-bc-14979747-2.jpg|https://beta.imgservice.rentbyowner.com/640x300/caleb-place-us-hot-springs-bc-14979747-3.jpg|https://beta.imgservice.rentbyowner.com/640x300/caleb-place-us-hot-springs-bc-14979747-4.jpg,Living room|Bedroom|Kitchen|Outdoor area
Troy,New York,USA,42.772798,-73.675995,A Luxurious 5 star Location 2 QUEEN Bed’s TROY,"A Luxurious 5 star Location 2 QUEEN Bed’s TROY is a apartment rental in Troy, New York, USA. It has 2 bedroom(s) and 1 bathroom(s). Amenities include Air Conditioner, Parking, Accessibility, Security/Safety, Wellness Facilities, Fireplace/Heating, Guest Services, Entertainment, Child Friendly, Internet, Laundry.",apartment,available,51117.33,2,1,"Air Conditioner, Parking, Accessibility, Security/Safety, Wellness Facilities, Fireplace/Heating, Guest Services, Entertainment, Child Friendly, Internet, Laundry",42.786608,-73.682695,https://beta.imgservice.rentbyowner.com/640x300/a-luxurious-5-star-location-2-us-troy-bc-8374228-0.jpg,https://beta.imgservice.rentbyowner.com/640x300/a-luxurious-5-star-location-2-us-troy-bc-8374228-1.jpg|https://beta.imgservice.rentbyowner.com/640x300/a-luxurious-5-star-location-2-us-troy-bc-8374228-2.jpg|https://beta.imgservice.rentbyowner.com/640x300/a-luxurious-5-star-location-2-us-troy-bc-8374228-3.jpg|https://beta.imgservice.rentbyowner.com/640x300/a-luxurious-5-star-location-2-us-troy-bc-8374228-4.jpg,Living room|Bedroom|Kitchen|Outdoor area
Elyria,Ohio,USA,41.336786,-82.150986,Welcome to our Sweet Little Retreat!,"Welcome to our Sweet Little Retreat! is a house rental in Elyria, Ohio, USA. It has 3 bedroom(s) and 2 bathroom(s). Amenities include Air Conditioner, Parking, Balcony/Terrace, Breakfast, Child Friendly, Internet, Kitchen.",house,available,50000.00,3,2,"Air Conditioner, Parking, Balcony/Terrace, Breakfast, Child Friendly, Internet, Kitchen",41.349636,-82.145896,https://beta.imgservice.rentbyowner.com/640x300/welcome-to-our-sweet-little-us-elyria-bc-8252067-0.jpg,https://beta.imgservice.rentbyowner.com/640x300/welcome-to-our-sweet-little-us-elyria-bc-8252067-1.jpg|https://beta.imgservice.rentbyowner.com/640x300/welcome-to-our-sweet-little-us-elyria-bc-8252067-2.jpg|https://beta.imgservice.rentbyowner.com/640x300/welcome-to-our-sweet-little-us-elyria-bc-8252067-3.jpg|https://beta.imgservice.rentbyowner.com/640x300/welcome-to-our-sweet-little-us-elyria-bc-8252067-4.jpg,Living room|Bedroom|Kitchen|Outdoor area
Rapid City,Michigan,USA,44.849081,-85.331178,The Sandbar Lodge at Torch Lake,"The Sandbar Lodge at Torch Lake is a hotel rental in Rapid City, Michigan, USA. It has 20 bedroom(s) and 3 bathroom(s). Amenities include Air Conditioner, Parking, Pet Friendly, Security/Safety, Wellness Facilities, Child Friendly, Hot Tub, Internet.",hotel,available,50000.00,20,3,"Air Conditioner, Parking, Pet Friendly, Security/Safety, Wellness Facilities, Child Friendly, Hot Tub, Internet",44.861511,-85.324768,https://beta.imgservice.rentbyowner.com/640x300/the-sandbar-lodge-at-t-us-rapid-city-bc-16234840-0.jpg,https://beta.imgservice.rentbyowner.com/640x300/the-sandbar-lodge-at-t-us-rapid-city-bc-16234840-1.jpg|https://beta.imgservice.rentbyowner.com/640x300/the-sandbar-lodge-at-t-us-rapid-city-bc-16234840-2.jpg|https://beta.imgservice.rentbyowner.com/640x300/the-sandbar-lodge-at-t-us-rapid-city-bc-16234840-3.jpg|https://beta.imgservice.rentbyowner.com/640x300/the-sandbar-lodge-at-t-us-rapid-city-bc-16234840-4.jpg,Living room|Bedroom|Kitchen|Outdoor area
Lansing,Michigan,USA,42.660664,-84.539072,Studio in Lansing,"Studio in Lansing is a apartment rental in Lansing, Michigan, USA. It has 1 bedroom(s) and 1 bathroom(s). Amenities include Air Conditioner, Parking, Security/Safety, EV Charge Station, Child Friendly, Internet.",apartment,available,45045.00,1,1,"Air Conditioner, Parking, Security/Safety, EV Charge Station, Child Friendly, Internet",42.676174,-84.527342,https://beta.imgservice.rentbyowner.com/640x300/studio-in-lansing-us-lansing-bc-15645503-0.jpg,https://beta.imgservice.rentbyowner.com/640x300/studio-in-lansing-us-lansing-bc-15645503-1.jpg|https://beta.imgservice.rentbyowner.com/640x300/studio-in-lansing-us-lansing-bc-15645503-2.jpg|https://beta.imgservice.rentbyowner.com/640x300/studio-in-lansing-us-lansing-bc-15645503-3.jpg|https://beta.imgservice.rentbyowner.com/640x300/studio-in-lansing-us-lansing-bc-15645503-4.jpg,Living room|Bedroom|Kitchen|Outdoor area
Carmel,California,USA,36.573881,-121.882319,LX21: 360 Ocean View,"LX21: 360 Ocean View is a villa rental in Carmel, California, USA. It has 5 bedroom(s) and 5 bathroom(s). Amenities include Parking, Pet Friendly, Pool, Balcony/Terrace, Accessibility, Security/Safety, Sports/Activities, Wellness Facilities, Fireplace/Heating, Guest Services, Child Friendly, Internet, Laundry.",villa,available,38343.00,5,5,"Parking, Pet Friendly, Pool, Balcony/Terrace, Accessibility, Security/Safety, Sports/Activities, Wellness Facilities, Fireplace/Heating, Guest Services, Child Friendly, Internet, Laundry",36.563261,-121.887899,https://beta.imgservice.rentbyowner.com/640x300/lx21-360-ocean-view-us-carmel-bc-5201205-0.jpg,https://beta.imgservice.rentbyowner.com/640x300/lx21-360-ocean-view-us-carmel-bc-5201205-1.jpg|https://beta.imgservice.rentbyowner.com/640x300/lx21-360-ocean-view-us-carmel-bc-5201205-2.jpg|https://beta.imgservice.rentbyowner.com/640x300/lx21-360-ocean-view-us-carmel-bc-5201205-3.jpg|https://beta.imgservice.rentbyowner.com/640x300/lx21-360-ocean-view-us-carmel-bc-5201205-4.jpg,Living room|Bedroom|Kitchen|Outdoor area
Nashville,Tennessee,USA,36.164428,-86.778542,Majestic Lofts of Nashville,"Majestic Lofts of Nashville is a apartment rental in Nashville, Tennessee, USA. It has 1 bedroom(s) and 6 bathroom(s). Amenities include Air Conditioner, Security/Safety, Fireplace/Heating, Child Friendly, Internet.",apartment,available,34021.78,1,6,"Air Conditioner, Security/Safety, Fireplace/Heating, Child Friendly, Internet",36.151408,-86.788342,https://beta.imgservice.rentbyowner.com/640x300/majestic-lofts-of-nashv-us-nashville-bc-15427273-0.jpg,https://beta.imgservice.rentbyowner.com/640x300/majestic-lofts-of-nashv-us-nashville-bc-15427273-1.jpg|https://beta.imgservice.rentbyowner.com/640x300/majestic-lofts-of-nashv-us-nashville-bc-15427273-2.jpg|https://beta.imgservice.rentbyowner.com/640x300/majestic-lofts-of-nashv-us-nashville-bc-15427273-3.jpg|https://beta.imgservice.rentbyowner.com/640x300/majestic-lofts-of-nashv-us-nashville-bc-15427273-4.jpg,Living room|Bedroom|Kitchen|Outdoor area
Carmel,California,USA,36.573881,-121.882319,Ocean House,"Ocean House is a villa rental in Carmel, California, USA. It has 4 bedroom(s) and 4 bathroom(s). Amenities include Parking, Pet Friendly, Security/Safety, Child Friendly.",villa,available,30000.00,4,4,"Parking, Pet Friendly, Security/Safety, Child Friendly",36.590971,-121.893139,https://beta.imgservice.rentbyowner.com/640x300/ocean-house-us-carmel-bc-9060231-0.jpg,https://beta.imgservice.rentbyowner.com/640x300/ocean-house-us-carmel-bc-9060231-1.jpg|https://beta.imgservice.rentbyowner.com/640x300/ocean-house-us-carmel-bc-9060231-2.jpg|https://beta.imgservice.rentbyowner.com/640x300/ocean-house-us-carmel-bc-9060231-3.jpg|https://beta.imgservice.rentbyowner.com/640x300/ocean-house-us-carmel-bc-9060231-4.jpg,Living room|Bedroom|Kitchen|Outdoor area
Brookville,Kansas,USA,38.751812,-98.051300,Nuclear Missile Silo Bunker on Schilling AFB!,"Nuclear Missile Silo Bunker on Schilling AFB! is a house rental in Brookville, Kansas, USA. It has 1 bedroom(s) and 3 bathroom(s). Amenities include Parking, Pet Friendly, Accessibility, Security/Safety, Sports/Activities, Fireplace/Heating, Guest Services, Child Friendly, Internet.",house,available,29646.33,1,3,"Parking, Pet Friendly, Accessibility, Security/Safety, Sports/Activities, Fireplace/Heating, Guest Services, Child Friendly, Internet",38.758702,-98.065720,https://beta.imgservice.rentbyowner.com/640x300/nuclear-missile-silo-b-us-brookville-bc-16206507-0.jpg,https://beta.imgservice.rentbyowner.com/640x300/nuclear-missile-silo-b-us-brookville-bc-16206507-1.jpg|https://beta.imgservice.rentbyowner.com/640x300/nuclear-missile-silo-b-us-brookville-bc-16206507-2.jpg|https://beta.imgservice.rentbyowner.com/640x300/nuclear-missile-silo-b-us-brookville-bc-16206507-3.jpg|https://beta.imgservice.rentbyowner.com/640x300/nuclear-missile-silo-b-us-brookville-bc-16206507-4.jpg,Living room|Bedroom|Kitchen|Outdoor area
Miami Beach,Florida,USA,25.844183,-80.157075,Villa Tropique,"Villa Tropique is a villa rental in Miami Beach, Florida, USA. It has 5 bedroom(s) and 4 bathroom(s). Amenities include Air Conditioner, Parking, Pool, TV, View, Ocean View, Balcony/Terrace, Oceanfront, Security/Safety, Wellness Facilities, Fireplace/Heating, Bar, Guest Services, Entertainment, Barbecue/Outdoor Cooking, Child Friendly, Hot Tub, Internet, Laundry.",villa,available,28246.67,5,4,"Air Conditioner, Parking, Pool, TV, View, Ocean View, Balcony/Terrace, Oceanfront, Security/Safety, Wellness Facilities, Fireplace/Heating, Bar, Guest Services, Entertainment, Barbecue/Outdoor Cooking, Child Friendly, Hot Tub, Internet, Laundry",25.836583,-80.144785,https://beta.imgservice.rentbyowner.com/640x300/villa-tropique-us-miami-beach-bc-14976964-0.jpg,https://beta.imgservice.rentbyowner.com/640x300/villa-tropique-us-miami-beach-bc-14976964-1.jpg|https://beta.imgservice.rentbyowner.com/640x300/villa-tropique-us-miami-beach-bc-14976964-2.jpg|https://beta.imgservice.rentbyowner.com/640x300/villa-tropique-us-miami-beach-bc-14976964-3.jpg|https://beta.imgservice.rentbyowner.com/640x300/villa-tropique-us-miami-beach-bc-14976964-4.jpg,Living room|Bedroom|Kitchen|Outdoor area
Lahaina,Hawaii,USA,20.880873,-156.685588,"K B M Resorts BAY-35 - Presidential 5bd, 5ba beach-front estate, air conditioning, steps to ocean","K B M Resorts BAY-35 - Presidential 5bd, 5ba beach-front estate, air conditioning, steps to ocean is a house rental in Lahaina, Hawaii, USA. It has 1 bedroom(s) and 4 bathroom(s). Amenities include Air Conditioner, Pet Friendly, View, Ocean View, Oceanfront, Breakfast, Child Friendly, Internet, Kitchen, Laundry.",house,available,25220.00,1,4,"Air Conditioner, Pet Friendly, View, Ocean View, Oceanfront, Breakfast, Child Friendly, Internet, Kitchen, Laundry",20.885303,-156.673558,https://beta.imgservice.rentbyowner.com/640x300/k-b-m-resorts-bay-35-presi-us-lahaina-bc-7934798-0.jpg,https://beta.imgservice.rentbyowner.com/640x300/k-b-m-resorts-bay-35-presi-us-lahaina-bc-7934798-1.jpg|https://beta.imgservice.rentbyowner.com/640x300/k-b-m-resorts-bay-35-presi-us-lahaina-bc-7934798-2.jpg|https://beta.imgservice.rentbyowner.com/640x300/k-b-m-resorts-bay-35-presi-us-lahaina-bc-7934798-3.jpg|https://beta.imgservice.rentbyowner.com/640x300/k-b-m-resorts-bay-35-presi-us-lahaina-bc-7934798-4.jpg,Living room|Bedroom|Kitchen|Outdoor area
Myrtle Beach,South Carolina,USA,33.668010,-78.906975,*OceanFRONT @ Paradise*Queen Beds*Pools Galore*R18,"*OceanFRONT @ Paradise*Queen Beds*Pools Galore*R18 is a apartment rental in Myrtle Beach, South Carolina, USA. It has 20 bedroom(s) and 20 bathroom(s). Amenities include Air Conditioner, Parking, Pool, View, Ocean View, Oceanfront, Accessibility, Security/Safety, Child Friendly, Internet.",apartment,available,23714.33,20,20,"Air Conditioner, Parking, Pool, View, Ocean View, Oceanfront, Accessibility, Security/Safety, Child Friendly, Internet",33.681040,-78.914615,https://beta.imgservice.rentbyowner.com/640x300/oceanfront-paradise-us-myrtle-beach-bc-11907024-0.jpg,https://beta.imgservice.rentbyowner.com/640x300/oceanfront-paradise-us-myrtle-beach-bc-11907024-1.jpg|https://beta.imgservice.rentbyowner.com/640x300/oceanfront-paradise-us-myrtle-beach-bc-11907024-2.jpg|https://beta.imgservice.rentbyowner.com/640x300/oceanfront-paradise-us-myrtle-beach-bc-11907024-3.jpg|https://beta.imgservice.rentbyowner.com/640x300/oceanfront-paradise-us-myrtle-beach-bc-11907024-4.jpg,Living room|Bedroom|Kitchen|Outdoor area
Denver,Colorado,USA,39.750807,-104.995862,Downtown Denver Condo in the Center of the City!,"Downtown Denver Condo in the Center of the City! is a house rental in Denver, Colorado, USA. It has 1 bedroom(s) and 1 bathroom(s). Amenities include Parking, Accessibility, Security/Safety, Sports/Activities, Wellness Facilities, Fireplace/Heating, Guest Services, Child Friendly, Internet.",house,available,21828.33,1,1,"Parking, Accessibility, Security/Safety, Sports/Activities, Wellness Facilities, Fireplace/Heating, Guest Services, Child Friendly, Internet",39.734387,-104.998842,https://beta.imgservice.rentbyowner.com/640x300/downtown-denver-condo-in-t-us-denver-bc-12089143-0.jpg,https://beta.imgservice.rentbyowner.com/640x300/downtown-denver-condo-in-t-us-denver-bc-12089143-1.jpg|https://beta.imgservice.rentbyowner.com/640x300/downtown-denver-condo-in-t-us-denver-bc-12089143-2.jpg|https://beta.imgservice.rentbyowner.com/640x300/downtown-denver-condo-in-t-us-denver-bc-12089143-3.jpg|https://beta.imgservice.rentbyowner.com/640x300/downtown-denver-condo-in-t-us-denver-bc-12089143-4.jpg,Living room|Bedroom|Kitchen|Outdoor area
Rancho Mirage,California,USA,33.774874,-116.423157,Villa Casa La Palmira,"Villa Casa La Palmira is a villa rental in Rancho Mirage, California, USA. It has 5 bedroom(s) and 3 bathroom(s). Amenities include Air Conditioner, Parking, Pool, View, Ocean View, Balcony/Terrace, Oceanfront, Security/Safety, Fireplace/Heating, Guest Services, Child Friendly, Internet, Laundry.",villa,available,20933.33,5,3,"Air Conditioner, Parking, Pool, View, Ocean View, Balcony/Terrace, Oceanfront, Security/Safety, Fireplace/Heating, Guest Services, Child Friendly, Internet, Laundry",33.769914,-116.410887,https://beta.imgservice.rentbyowner.com/640x300/villa-casa-la-palmi-us-rancho-mirage-bc-15636508-0.jpg,https://beta.imgservice.rentbyowner.com/640x300/villa-casa-la-palmi-us-rancho-mirage-bc-15636508-1.jpg|https://beta.imgservice.rentbyowner.com/640x300/villa-casa-la-palmi-us-rancho-mirage-bc-15636508-2.jpg|https://beta.imgservice.rentbyowner.com/640x300/villa-casa-la-palmi-us-rancho-mirage-bc-15636508-3.jpg|https://beta.imgservice.rentbyowner.com/640x300/villa-casa-la-palmi-us-rancho-mirage-bc-15636508-4.jpg,Living room|Bedroom|Kitchen|Outdoor area
North Miami Beach,Florida,USA,25.957375,-80.158991,Villa Flamingo Heights,"Villa Flamingo Heights is a villa rental in North Miami Beach, Florida, USA. It has 9 bedroom(s) and 7 bathroom(s). Amenities include Air Conditioner, Parking, Pool, View, Ocean View, Balcony/Terrace, Oceanfront, Security/Safety, Fireplace/Heating, Guest Services, Barbecue/Outdoor Cooking, Child Friendly, Internet, Laundry.",villa,available,19020.00,9,7,"Air Conditioner, Parking, Pool, View, Ocean View, Balcony/Terrace, Oceanfront, Security/Safety, Fireplace/Heating, Guest Services, Barbecue/Outdoor Cooking, Child Friendly, Internet, Laundry",25.948395,-80.149101,https://beta.imgservice.rentbyowner.com/640x300/villa-flamingo-us-north-miami-beach-bc-15718255-0.jpg,https://beta.imgservice.rentbyowner.com/640x300/villa-flamingo-us-north-miami-beach-bc-15718255-1.jpg|https://beta.imgservice.rentbyowner.com/640x300/villa-flamingo-us-north-miami-beach-bc-15718255-2.jpg|https://beta.imgservice.rentbyowner.com/640x300/villa-flamingo-us-north-miami-beach-bc-15718255-3.jpg|https://beta.imgservice.rentbyowner.com/640x300/villa-flamingo-us-north-miami-beach-bc-15718255-4.jpg,Living room|Bedroom|Kitchen|Outdoor area
Las Vegas,Nevada,USA,36.194713,-115.129841,Villa Desert Diamond,"Villa Desert Diamond is a villa rental in Las Vegas, Nevada, USA. It has 8 bedroom(s) and 5 bathroom(s). Amenities include Air Conditioner, Parking, Pool, View, Ocean View, Balcony/Terrace, Oceanfront, Security/Safety, EV Charge Station, Fireplace/Heating, Guest Services, Child Friendly, Internet, Laundry.",villa,available,18986.67,8,5,"Air Conditioner, Parking, Pool, View, Ocean View, Balcony/Terrace, Oceanfront, Security/Safety, EV Charge Station, Fireplace/Heating, Guest Services, Child Friendly, Internet, Laundry",36.199263,-115.135541,https://beta.imgservice.rentbyowner.com/640x300/villa-desert-diamond-us-las-vegas-bc-15566172-0.jpg,https://beta.imgservice.rentbyowner.com/640x300/villa-desert-diamond-us-las-vegas-bc-15566172-1.jpg|https://beta.imgservice.rentbyowner.com/640x300/villa-desert-diamond-us-las-vegas-bc-15566172-2.jpg|https://beta.imgservice.rentbyowner.com/640x300/villa-desert-diamond-us-las-vegas-bc-15566172-3.jpg|https://beta.imgservice.rentbyowner.com/640x300/villa-desert-diamond-us-las-vegas-bc-15566172-4.jpg,Living room|Bedroom|Kitchen|Outdoor area
Charlotte,North Carolina,USA,35.217574,-80.733893,Beautiful family home,"Beautiful family home is a house rental in Charlotte, North Carolina, USA. It has 3 bedroom(s) and 2 bathroom(s). Amenities include Air Conditioner, Parking, Pet Friendly, Balcony/Terrace, Child Friendly.",house,available,4.00,3,2,"Air Conditioner, Parking, Pet Friendly, Balcony/Terrace, Child Friendly",35.209874,-80.747593,https://beta.imgservice.rentbyowner.com/640x300/beautiful-family-home-us-charlotte-bc-9044980-0.jpg,https://beta.imgservice.rentbyowner.com/640x300/beautiful-family-home-us-charlotte-bc-9044980-1.jpg|https://beta.imgservice.rentbyowner.com/640x300/beautiful-family-home-us-charlotte-bc-9044980-2.jpg|https://beta.imgservice.rentbyowner.com/640x300/beautiful-family-home-us-charlotte-bc-9044980-3.jpg|https://beta.imgservice.rentbyowner.com/640x300/beautiful-family-home-us-charlotte-bc-9044980-4.jpg,Living room|Bedroom|Kitchen|Outdoor area
Silver Spring,Maryland,USA,39.001516,-77.004266,De Luxe Suite with King Size Bed,"De Luxe Suite with King Size Bed is a house rental in Silver Spring, Maryland, USA. It has 4 bedroom(s) and 3 bathroom(s). Amenities include Air Conditioner, Parking, Pet Friendly, Security/Safety, Fireplace/Heating, Child Friendly, Internet.",house,available,4.50,4,3,"Air Conditioner, Parking, Pet Friendly, Security/Safety, Fireplace/Heating, Child Friendly, Internet",39.007846,-76.988696,https://beta.imgservice.rentbyowner.com/640x300/de-luxe-suite-with-us-silver-spring-bc-16099845-0.jpg,https://beta.imgservice.rentbyowner.com/640x300/de-luxe-suite-with-us-silver-spring-bc-16099845-1.jpg|https://beta.imgservice.rentbyowner.com/640x300/de-luxe-suite-with-us-silver-spring-bc-16099845-2.jpg|https://beta.imgservice.rentbyowner.com/640x300/de-luxe-suite-with-us-silver-spring-bc-16099845-3.jpg|https://beta.imgservice.rentbyowner.com/640x300/de-luxe-suite-with-us-silver-spring-bc-16099845-4.jpg,Living room|Bedroom|Kitchen|Outdoor area
Chicago,Illinois,USA,41.872872,-87.714152,Homan Square,"Homan Square is a house rental in Chicago, Illinois, USA. It has 9 bedroom(s) and 27 bathroom(s). Amenities include Parking, Child Friendly, Internet.",house,available,7.00,9,27,"Parking, Child Friendly, Internet",41.865092,-87.723232,https://beta.imgservice.rentbyowner.com/640x300/homan-square-us-chicago-bc-4365983-0.jpg,https://beta.imgservice.rentbyowner.com/640x300/homan-square-us-chicago-bc-4365983-1.jpg|https://beta.imgservice.rentbyowner.com/640x300/homan-square-us-chicago-bc-4365983-2.jpg|https://beta.imgservice.rentbyowner.com/640x300/homan-square-us-chicago-bc-4365983-3.jpg|https://beta.imgservice.rentbyowner.com/640x300/homan-square-us-chicago-bc-4365983-4.jpg,Living room|Bedroom|Kitchen|Outdoor area
Chiefland,Florida,USA,29.412431,-82.935072,Fanning and Manatee Springs Exclusive Primitive Campground,"Fanning and Manatee Springs Exclusive Primitive Campground is a other rental in Chiefland, Florida, USA. It has 1 bedroom(s) and 1 bathroom(s). Amenities include Pet Friendly, View, Child Friendly.",other,available,9.00,1,1,"Pet Friendly, View, Child Friendly",29.396671,-82.951172,https://beta.imgservice.rentbyowner.com/640x300/fanning-and-manatee-spr-us-chiefland-bc-11969340-0.jpg,https://beta.imgservice.rentbyowner.com/640x300/fanning-and-manatee-spr-us-chiefland-bc-11969340-1.jpg|https://beta.imgservice.rentbyowner.com/640x300/fanning-and-manatee-spr-us-chiefland-bc-11969340-2.jpg|https://beta.imgservice.rentbyowner.com/640x300/fanning-and-manatee-spr-us-chiefland-bc-11969340-3.jpg|https://beta.imgservice.rentbyowner.com/640x300/fanning-and-manatee-spr-us-chiefland-bc-11969340-4.jpg,Living room|Bedroom|Kitchen|Outdoor area
Columbus,New Mexico,USA,31.841167,-107.660491,Hole in the Wall Getaway - USA Mexico Border Campsite,"Hole in the Wall Getaway - USA Mexico Border Campsite is a other rental in Columbus, New Mexico, USA. It has 1 bedroom(s) and 1 bathroom(s). Amenities include Parking, Pet Friendly, View, Balcony/Terrace, Sports/Activities, Fireplace/Heating, Child Friendly, Internet.",other,available,9.00,1,1,"Parking, Pet Friendly, View, Balcony/Terrace, Sports/Activities, Fireplace/Heating, Child Friendly, Internet",31.846597,-107.654821,https://beta.imgservice.rentbyowner.com/640x300/hole-in-the-wall-getaway-us-columbus-bc-11311669-0.jpg,https://beta.imgservice.rentbyowner.com/640x300/hole-in-the-wall-getaway-us-columbus-bc-11311669-1.jpg|https://beta.imgservice.rentbyowner.com/640x300/hole-in-the-wall-getaway-us-columbus-bc-11311669-2.jpg|https://beta.imgservice.rentbyowner.com/640x300/hole-in-the-wall-getaway-us-columbus-bc-11311669-3.jpg|https://beta.imgservice.rentbyowner.com/640x300/hole-in-the-wall-getaway-us-columbus-bc-11311669-4.jpg,Living room|Bedroom|Kitchen|Outdoor area
Kokomo,Indiana,USA,40.454684,-86.109729,Best Western Kokomo Hotel,"Best Western Kokomo Hotel is a hotel rental in Kokomo, Indiana, USA. It has 59 bedroom(s) and 5 bathroom(s). Amenities include Air Conditioner, Parking, Pool, Designated Smoking Area, TV, Wheelchair Accessible, Private Pool, Accessibility, Security/Safety, EV Charge Station, Sports/Activities, Wellness Facilities, Fireplace/Heating, Guest Services, Entertainment, Child Friendly, Internet, Kitchen, Laundry.",hotel,available,10.00,59,5,"Air Conditioner, Parking, Pool, Designated Smoking Area, TV, Wheelchair Accessible, Private Pool, Accessibility, Security/Safety, EV Charge Station, Sports/Activities, Wellness Facilities, Fireplace/Heating, Guest Services, Entertainment, Child Friendly, Internet, Kitchen, Laundry",40.441664,-86.096839,https://beta.imgservice.rentbyowner.com/640x300/best-western-kokomo-hotel-us-kokomo-bc-191431-0.jpg,https://beta.imgservice.rentbyowner.com/640x300/best-western-kokomo-hotel-us-kokomo-bc-191431-1.jpg|https://beta.imgservice.rentbyowner.com/640x300/best-western-kokomo-hotel-us-kokomo-bc-191431-2.jpg|https://beta.imgservice.rentbyowner.com/640x300/best-western-kokomo-hotel-us-kokomo-bc-191431-3.jpg|https://beta.imgservice.rentbyowner.com/640x300/best-western-kokomo-hotel-us-kokomo-bc-191431-4.jpg,Living room|Bedroom|Kitchen|Outdoor area
Eureka,California,USA,40.765333,-124.143453,Centrally located adu,"Centrally located adu is a apartment rental in Eureka, California, USA. It has 1 bedroom(s) and 1 bathroom(s). Amenities include Parking, Security/Safety, Child Friendly, Internet.",apartment,available,10.00,1,1,"Parking, Security/Safety, Child Friendly, Internet",40.759073,-124.161353,https://beta.imgservice.rentbyowner.com/640x300/centrally-located-adu-us-eureka-bc-14410959-0.jpg,https://beta.imgservice.rentbyowner.com/640x300/centrally-located-adu-us-eureka-bc-14410959-1.jpg|https://beta.imgservice.rentbyowner.com/640x300/centrally-located-adu-us-eureka-bc-14410959-2.jpg|https://beta.imgservice.rentbyowner.com/640x300/centrally-located-adu-us-eureka-bc-14410959-3.jpg|https://beta.imgservice.rentbyowner.com/640x300/centrally-located-adu-us-eureka-bc-14410959-4.jpg,Living room|Bedroom|Kitchen|Outdoor area
Miami,Florida,USA,25.862787,-80.238906,MiLuSol,"MiLuSol is a hostel rental in Miami, Florida, USA. It has 8 bedroom(s) and 1 bathroom(s). Amenities include Parking, Internet.",hostel,available,12.00,8,1,"Parking, Internet",25.878897,-80.229576,https://beta.imgservice.rentbyowner.com/640x300/milusol-us-miami-bc-5721977-0.jpg,https://beta.imgservice.rentbyowner.com/640x300/milusol-us-miami-bc-5721977-1.jpg|https://beta.imgservice.rentbyowner.com/640x300/milusol-us-miami-bc-5721977-2.jpg|https://beta.imgservice.rentbyowner.com/640x300/milusol-us-miami-bc-5721977-3.jpg|https://beta.imgservice.rentbyowner.com/640x300/milusol-us-miami-bc-5721977-4.jpg,Living room|Bedroom|Kitchen|Outdoor area
Van Horn,Texas,USA,30.750296,-104.803131,"Desert Gardens Oasis Camping in Lobo, TX","Desert Gardens Oasis Camping in Lobo, TX is a other rental in Van Horn, Texas, USA. It has 150 bedroom(s) and 2 bathroom(s). Amenities include Pet Friendly, View, Sports/Activities, Bedding/Linens, Child Friendly.",other,available,14.00,150,2,"Pet Friendly, View, Sports/Activities, Bedding/Linens, Child Friendly",30.753886,-104.792421,https://beta.imgservice.rentbyowner.com/640x300/desert-gardens-oasis-camp-us-van-horn-bc-8931087-0.jpg,https://beta.imgservice.rentbyowner.com/640x300/desert-gardens-oasis-camp-us-van-horn-bc-8931087-1.jpg|https://beta.imgservice.rentbyowner.com/640x300/desert-gardens-oasis-camp-us-van-horn-bc-8931087-2.jpg|https://beta.imgservice.rentbyowner.com/640x300/desert-gardens-oasis-camp-us-van-horn-bc-8931087-3.jpg|https://beta.imgservice.rentbyowner.com/640x300/desert-gardens-oasis-camp-us-van-horn-bc-8931087-4.jpg,Living room|Bedroom|Kitchen|Outdoor area
